id,type,file_path,line_number,string_name,original_text,translation,context,notes
1824,xml_string,app\src\main\res\values-zh-rHK\strings.xml,654,name,名稱,Tên,,String resource: name,Chinese parts: 名稱
1825,xml_string,app\src\main\res\values-zh-rHK\strings.xml,655,regex,正則,Regex,,String resource: regex,Chinese parts: 正則
1826,xml_string,app\src\main\res\values-zh-rHK\strings.xml,656,more_menu,更多菜單,Menu khác,,String resource: more_menu,Chinese parts: 更多菜單
1827,xml_string,app\src\main\res\values-zh-rHK\strings.xml,657,reduce,減,Giảm,,String resource: reduce,Chinese parts: 減
1828,xml_string,app\src\main\res\values-zh-rHK\strings.xml,658,plus,加,Tăng,,String resource: plus,Chinese parts: 加
1829,xml_string,app\src\main\res\values-zh-rHK\strings.xml,659,system_typeface,系統內置字體樣式,Kiểu phông chữ hệ thống,,String resource: system_typeface,Chinese parts: 系統內置字體樣式
1830,xml_string,app\src\main\res\values-zh-rHK\strings.xml,660,delete_book_file,刪除源文件,Xóa tệp gốc,,String resource: delete_book_file,Chinese parts: 刪除源文件
1831,xml_string,app\src\main\res\values-zh-rHK\strings.xml,661,text_default,默认,Mặc định,,String resource: text_default,Chinese parts: 默认
1832,xml_string,app\src\main\res\values-zh-rHK\strings.xml,662,default1,預設一,Mặc định 1,,String resource: default1,Chinese parts: 預設一
1833,xml_string,app\src\main\res\values-zh-rHK\strings.xml,663,default2,預設二,Mặc định 2,,String resource: default2,Chinese parts: 預設二
1834,xml_string,app\src\main\res\values-zh-rHK\strings.xml,664,default3,預設三,Mặc định 3,,String resource: default3,Chinese parts: 預設三
1835,xml_string,app\src\main\res\values-zh-rHK\strings.xml,665,title,標題,Tiêu đề,,String resource: title,Chinese parts: 標題
1836,xml_string,app\src\main\res\values-zh-rHK\strings.xml,666,title_left,靠左,Căn trái,,String resource: title_left,Chinese parts: 靠左
1837,xml_string,app\src\main\res\values-zh-rHK\strings.xml,667,title_center,居中,Căn giữa,,String resource: title_center,Chinese parts: 居中
1838,xml_string,app\src\main\res\values-zh-rHK\strings.xml,668,title_hide,隱藏,Ẩn,,String resource: title_hide,Chinese parts: 隱藏
1839,xml_string,app\src\main\res\values-zh-rHK\strings.xml,669,add_to_group,加入分組,Thêm vào nhóm,,String resource: add_to_group,Chinese parts: 加入分組
1840,xml_string,app\src\main\res\values-zh-rHK\strings.xml,670,save_image,保存圖片,Lưu ảnh,,String resource: save_image,Chinese parts: 保存圖片
1841,xml_string,app\src\main\res\values-zh-rHK\strings.xml,671,no_default_path,沒有默認路徑,Không có đường dẫn mặc định,,String resource: no_default_path,Chinese parts: 沒有默認路徑
1842,xml_string,app\src\main\res\values-zh-rHK\strings.xml,672,change_group,設置分組,Thiết lập nhóm,,String resource: change_group,Chinese parts: 設置分組
1843,xml_string,app\src\main\res\values-zh-rHK\strings.xml,673,view_toc,查看目錄,Xem Mục lục,,String resource: view_toc,Chinese parts: 查看目錄
1844,xml_string,app\src\main\res\values-zh-rHK\strings.xml,674,bar_elevation,導航欄陰影,Đổ bóng thanh điều hướng,,String resource: bar_elevation,Chinese parts: 導航欄陰影
1845,xml_string,app\src\main\res\values-zh-rHK\strings.xml,675,bar_elevation_s,當前陰影大小 (elevation): %s,Kích thước đổ bóng hiện tại (elevation): %s,,String resource: bar_elevation_s,Chinese parts: 當前陰影大小
1846,xml_string,app\src\main\res\values-zh-rHK\strings.xml,676,btn_default_s,默認,Mặc định,,String resource: btn_default_s,Chinese parts: 默認
1847,xml_string,app\src\main\res\values-zh-rHK\strings.xml,677,main_menu,主菜單,Menu chính,,String resource: main_menu,Chinese parts: 主菜單
1848,xml_string,app\src\main\res\values-zh-rHK\strings.xml,678,request_permission,點擊授予權限,Nhấn để cấp quyền,,String resource: request_permission,Chinese parts: 點擊授予權限
1849,xml_string,app\src\main\res\values-zh-rHK\strings.xml,679,tip_local_perm_request_storage,"閲讀需要訪問存儲卡權限，請點擊下方的""授予權限""按鈕，或前往「設定」—「應用程式權限」—打開所需權限。如果授予權限後仍然不正常，請點擊右上角的「選擇文件夾」，使用系統文件夾選擇器。","Ứng dụng đọc sách cần quyền truy cập thẻ nhớ. Vui lòng nhấn nút ""Cấp quyền"" bên dưới, hoặc vào ""Cài đặt"" — ""Quyền ứng dụng"" — bật quyền cần thiết. Nếu sau khi cấp quyền vẫn không hoạt động bình thường, vui lòng nhấn ""Chọn thư mục"" ở góc trên bên phải và sử dụng trình chọn thư mục hệ thống.",,String resource: tip_local_perm_request_storage,"Chinese parts: 閲讀需要訪問存儲卡權限, 請點擊下方的, 授予權限, 按鈕, 或前往, 設定, 應用程式權限, 打開所需權限, 如果授予權限後仍然不正常, 請點擊右上角的, 選擇文件夾, 使用系統文件夾選擇器"
1850,xml_string,app\src\main\res\values-zh-rHK\strings.xml,680,alouding_disable,全文朗讀中不能朗讀選中文字,Không thể Đọc to văn bản đã chọn khi đang Đọc to toàn văn.,,String resource: alouding_disable,Chinese parts: 全文朗讀中不能朗讀選中文字
