id,type,file_path,line_number,string_name,original_text,translation,context,notes
801,xml_string,app\src\main\res\values-zh\strings.xml,829,sync_book_progress_plus_s,重新进入页面（息屏、后台返回等）或者网络变为可用时同步云端进度,Đồng bộ tiến độ đám mây khi vào lại trang (tắt màn hình, quay lại từ nền, v.v.) hoặc khi mạng khả dụng.,String resource: sync_book_progress_plus_s,"Chinese parts: 重新进入页面, 息屏, 后台返回等, 或者网络变为可用时同步云端进度"
814,xml_string,app\src\main\res\values-zh\strings.xml,842,export_folder,导出文件夹,Thư mục xuất,,String resource: export_folder,Chinese parts: 导出文件夹
815,xml_string,app\src\main\res\values-zh\strings.xml,843,export_charset,导出编码,Mã hóa xuất,,String resource: export_charset,Chinese parts: 导出编码
816,xml_string,app\src\main\res\values-zh\strings.xml,844,export_no_chapter_name,TXT 不导出章节名,TXT không xuất tên chương,,String resource: export_no_chapter_name,Chinese parts: 不导出章节名
817,xml_string,app\src\main\res\values-zh\strings.xml,845,export_to_web_dav,导出到 WebDav,Xuất sang WebDav,,String resource: export_to_web_dav,Chinese parts: 导出到
818,xml_string,app\src\main\res\values-zh\strings.xml,846,reverse_content,反转内容,Đảo ngược nội dung,,String resource: reverse_content,Chinese parts: 反转内容
819,xml_string,app\src\main\res\values-zh\strings.xml,847,debug,调试,Gỡ lỗi,,String resource: debug,Chinese parts: 调试
820,xml_string,app\src\main\res\values-zh\strings.xml,848,crash_log,崩溃日志,Nhật ký sự cố,,String resource: crash_log,Chinese parts: 崩溃日志
821,xml_string,app\src\main\res\values-zh\strings.xml,849,use_zh_layout,使用自定义中文分行,Sử dụng ngắt dòng tiếng Trung tùy chỉnh,,String resource: use_zh_layout,Chinese parts: 使用自定义中文分行
822,xml_string,app\src\main\res\values-zh\strings.xml,850,image_style,图片样式,Kiểu ảnh,,String resource: image_style,Chinese parts: 图片样式
823,xml_string,app\src\main\res\values-zh\strings.xml,851,system_tts,系统 TTS,TTS hệ thống,,String resource: system_tts,Chinese parts: 系统
824,xml_string,app\src\main\res\values-zh\strings.xml,852,export_type,导出格式,Định dạng xuất,,String resource: export_type,Chinese parts: 导出格式
825,xml_string,app\src\main\res\values-zh\strings.xml,853,checkAuthor,校验作者,Xác minh tác giả,,String resource: checkAuthor,Chinese parts: 校验作者
826,xml_string,app\src\main\res\values-zh\strings.xml,854,search_src,搜索源码,Mã nguồn tìm kiếm,,String resource: search_src,Chinese parts: 搜索源码
827,xml_string,app\src\main\res\values-zh\strings.xml,855,boo_src,书籍源码,Mã nguồn sách,,String resource: boo_src,Chinese parts: 书籍源码
828,xml_string,app\src\main\res\values-zh\strings.xml,856,toc_src,目录源码,Mã nguồn mục lục,,String resource: toc_src,Chinese parts: 目录源码
829,xml_string,app\src\main\res\values-zh\strings.xml,857,content_src,正文源码,Mã nguồn nội dung chính,,String resource: content_src,Chinese parts: 正文源码
830,xml_string,app\src\main\res\values-zh\strings.xml,858,list_src,列表源码,Mã nguồn danh sách,,String resource: list_src,Chinese parts: 列表源码
831,xml_string,app\src\main\res\values-zh\strings.xml,859,url_already,此 URL 已订阅,URL này đã đăng ký,,String resource: url_already,"Chinese parts: 此, 已订阅"
832,xml_string,app\src\main\res\values-zh\strings.xml,860,high_brush_title,高刷新率,Tốc độ làm mới cao,,String resource: high_brush_title,Chinese parts: 高刷新率
833,xml_string,app\src\main\res\values-zh\strings.xml,861,high_brush_summary,使用屏幕最高刷新率,Sử dụng tốc độ làm mới cao nhất của màn hình,,String resource: high_brush_summary,Chinese parts: 使用屏幕最高刷新率
834,xml_string,app\src\main\res\values-zh\strings.xml,862,export_all,导出所有,Xuất tất cả,,String resource: export_all,Chinese parts: 导出所有
835,xml_string,app\src\main\res\values-zh\strings.xml,863,complete,完成,Hoàn thành,,String resource: complete,Chinese parts: 完成
836,xml_string,app\src\main\res\values-zh\strings.xml,864,show_unread,显示未读标志,Hiển thị dấu chưa đọc,,String resource: show_unread,Chinese parts: 显示未读标志
837,xml_string,app\src\main\res\values-zh\strings.xml,865,use_default_cover,总是使用默认封面,Luôn sử dụng bìa mặc định,,String resource: use_default_cover,Chinese parts: 总是使用默认封面
838,xml_string,app\src\main\res\values-zh\strings.xml,866,use_default_cover_s,总是显示默认封面（不显示网络封面）,Luôn hiển thị bìa mặc định (không hiển thị bìa mạng),,String resource: use_default_cover_s,"Chinese parts: 总是显示默认封面, 不显示网络封面"
839,xml_string,app\src\main\res\values-zh\strings.xml,867,title_font_size,字号,Cỡ chữ,,String resource: title_font_size,Chinese parts: 字号
840,xml_string,app\src\main\res\values-zh\strings.xml,868,title_margin_top,上边距,Lề trên,,String resource: title_margin_top,Chinese parts: 上边距
841,xml_string,app\src\main\res\values-zh\strings.xml,869,title_margin_bottom,下边距,Lề dưới,,String resource: title_margin_bottom,Chinese parts: 下边距
842,xml_string,app\src\main\res\values-zh\strings.xml,870,show,显示,Hiển thị,,String resource: show,Chinese parts: 显示
843,xml_string,app\src\main\res\values-zh\strings.xml,871,hide,隐藏,Ẩn,,String resource: hide,Chinese parts: 隐藏
844,xml_string,app\src\main\res\values-zh\strings.xml,872,hide_when_status_bar_show,状态栏显示时隐藏,Ẩn khi thanh trạng thái hiển thị,,String resource: hide_when_status_bar_show,Chinese parts: 状态栏显示时隐藏
845,xml_string,app\src\main\res\values-zh\strings.xml,873,reverse_toc,反转目录,Đảo ngược mục lục,,String resource: reverse_toc,Chinese parts: 反转目录
846,xml_string,app\src\main\res\values-zh\strings.xml,874,show_discovery,显示发现,Hiển thị Khám phá,,String resource: show_discovery,Chinese parts: 显示发现
847,xml_string,app\src\main\res\values-zh\strings.xml,875,style,样式,Kiểu,,String resource: style,Chinese parts: 样式
848,xml_string,app\src\main\res\values-zh\strings.xml,876,group_style,分组样式,Kiểu nhóm,,String resource: group_style,Chinese parts: 分组样式
849,xml_string,app\src\main\res\values-zh\strings.xml,877,export_file_name,导出文件名,Tên tệp xuất,,String resource: export_file_name,Chinese parts: 导出文件名
850,xml_string,app\src\main\res\values-zh\strings.xml,878,reset,重置,Đặt lại,,String resource: reset,Chinese parts: 重置
