id,type,file_path,line_number,string_name,original_text,translation,context,notes
5028,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,145,,不在引号中的转义字符才将下个字符转义,Chỉ thoát ký tự kế tiếp nếu ký tự thoát không nằm trong dấu nháy.,,else if (c == '\\') { //不在引号中的转义字符才将下个字符转义,Chinese parts: 不在引号中的转义字符才将下个字符转义
5029,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,150,,开始嵌套一层,Bắt đầu lồng ghép một cấp.,,if (c == open) depth++ //开始嵌套一层,Chinese parts: 开始嵌套一层
5030,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,151,,闭合一层嵌套,Đóng một cấp lồng ghép.,,lse if (c == close) depth-- //闭合一层嵌套,Chinese parts: 闭合一层嵌套
5031,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,153,,拉出一个平衡字串,Trích xuất chuỗi cân bằng.,,} while (depth > 0) //拉出一个平衡字串,Chinese parts: 拉出一个平衡字串
5032,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,156,,同步位置,Đồng bộ vị trí.,,this.pos = pos //同步位置,Chinese parts: 同步位置
5033,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,165,,首段匹配,Khớp đoạn đầu.,,"tring): ArrayList<String> { //首段匹配,elementsType为空",Chinese parts: 首段匹配
5034,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,165,,为空,Trống.,,"<String> { //首段匹配,elementsType为空",Chinese parts: 为空
5035,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,168,,设置分割字串,Đặt chuỗi phân tách.,,elementsType = split[0] //设置分割字串,Chinese parts: 设置分割字串
5036,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,173,,设置分隔符长度,Đặt độ dài dấu phân cách.,,step = elementsType.length //设置分隔符长度,Chinese parts: 设置分隔符长度
5037,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,175,,递归匹配,Khớp đệ quy.,,} //递归匹配,Chinese parts: 递归匹配
5038,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,176,,未找到分隔符,Không tìm thấy dấu phân cách.,,(!consumeToAny(* split)) { //未找到分隔符,Chinese parts: 未找到分隔符
5039,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,181,,记录分隔位置,Ghi lại vị trí phân tách.,,val end = pos //记录分隔位置,Chinese parts: 记录分隔位置
5040,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,182,,重回开始,Quay lại điểm bắt đầu.,,pos = start //重回开始，启动另一种查找,Chinese parts: 重回开始
5041,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,182,,启动另一种查找,Bắt đầu tìm kiếm khác.,,pos = start //重回开始，启动另一种查找,Chinese parts: 启动另一种查找
5042,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,185,,查找筛选器位置,Tìm vị trí bộ lọc.,,"al st = findToAny('[', '(') //查找筛选器位置",Chinese parts: 查找筛选器位置
5043,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,189,,压入分隔的首段规则到数组,Đẩy quy tắc đoạn đầu đã phân tách vào mảng.,,"eue.substring(startX, end)) //压入分隔的首段规则到数组",Chinese parts: 压入分隔的首段规则到数组
5044,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,191,,设置组合类型,Đặt loại kết hợp.,,".substring(end, end + step) //设置组合类型",Chinese parts: 设置组合类型
5045,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,192,,跳过分隔符,Bỏ qua dấu phân cách.,,pos = end + step //跳过分隔符,Chinese parts: 跳过分隔符
5046,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,194,,循环切分规则压入数组,Lặp và đẩy quy tắc cắt vào mảng.,,(consumeTo(elementsType)) { //循环切分规则压入数组,Chinese parts: 循环切分规则压入数组
5047,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,196,,跳过分隔符,Bỏ qua dấu phân cách.,,pos += step //跳过分隔符,Chinese parts: 跳过分隔符
5048,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,199,,将剩余字段压入数组末尾,Đẩy các trường còn lại vào cuối mảng.,,ule += queue.substring(pos) //将剩余字段压入数组末尾,Chinese parts: 将剩余字段压入数组末尾
5049,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,204,,先匹配到,Khớp trước.,,if (st > end) { //先匹配到st1pos，表明分隔字串不在选择器中，将选择器前分隔字串分,Chinese parts: 先匹配到
5050,source_code,app\src\main\java\io\legado\app\model\analyzeRule\RuleAnalyzer.kt,204,,表明分隔字串不在选择器中,Cho biết chuỗi phân tách không có trong bộ chọn.,,if (st > end) { //先匹配到st1pos，表明分隔字串不在选择器中，将选择器前分隔字串分隔的字段依次压入数组,Chinese parts: 表明分隔字串不在选择器中
